marital_status,course,nationality,father_qualif,mother_occ,admission_grade,tuition_fees_up_to_date,scholarship,age_at_enrollment,units_1_credited,units_1_approved,units_2_enrolled,units_2_evaluations,units_2_approved,units_2_no_evaluations,unemployment_rate,inflation_rate,target
1,9500,1,3,9,128.6,1,0,18,0,7,8,11,8,0,16.2,0.3,Graduate
1,9130,1,3,2,137.1,1,0,18,0,6,6,8,5,0,12.4,0.5,Graduate
1,9773,1,3,3,149.0,1,0,18,0,6,6,7,6,0,11.1,0.6,Dropout
1,9238,1,19,4,147.0,1,0,19,3,6,6,6,6,0,12.4,0.5,Graduate
2,9238,1,37,191,150.0,1,0,31,1,5,6,10,5,0,12.7,3.7,Graduate
1,8014,1,37,9,103.5,1,1,33,0,6,6,6,6,0,12.7,3.7,Graduate
1,9500,1,1,134,107.8,1,1,20,0,5,7,8,6,0,12.4,0.5,Enrolled
1,9085,6,1,6,130.0,1,0,22,0,5,6,19,2,0,12.4,0.5,Enrolled
1,9254,1,19,3,109.4,1,0,19,0,6,6,8,5,0,11.1,0.6,Graduate
1,9070,1,34,0,143.6,1,0,18,0,6,6,6,6,0,7.6,2.6,Dropout
1,9070,1,1,5,124.3,1,0,18,0,0,6,0,0,0,15.5,2.8,Dropout
1,9670,1,38,9,119.5,0,0,18,0,0,6,0,0,0,8.9,1.4,Dropout
1,171,1,4,2,175.6,1,0,18,0,0,0,0,0,0,11.1,0.6,Graduate
1,9147,1,19,7,116.1,1,1,19,0,5,5,5,3,0,12.4,0.5,Graduate
1,9238,1,3,3,126.6,1,0,18,0,6,6,7,6,0,11.1,0.6,Dropout
1,9085,1,19,5,130.8,1,0,18,0,3,5,5,5,0,12.7,3.7,Graduate
1,9500,1,37,9,133.5,1,1,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9238,1,37,9,136.9,1,0,21,5,9,9,9,9,0,8.9,1.4,Graduate
1,9500,1,37,5,142.3,1,1,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9670,1,38,3,114.3,1,0,18,0,6,6,7,6,0,11.1,0.6,Graduate
1,9500,1,19,9,122.9,1,0,18,0,7,8,13,6,0,15.5,2.8,Graduate
1,9500,1,1,4,117.2,1,0,20,0,6,8,10,7,0,16.2,0.3,Graduate
1,9147,1,38,4,152.0,1,1,18,0,5,5,8,5,0,12.7,3.7,Graduate
1,9773,1,1,4,122.2,1,0,18,0,0,6,0,0,0,11.1,0.6,Dropout
1,9147,1,38,191,101.7,1,1,20,0,5,5,6,5,0,8.9,1.4,Graduate
1,9254,1,19,9,119.9,1,0,20,0,6,6,6,6,0,12.4,0.5,Graduate
1,9147,1,1,9,123.7,1,1,19,0,4,5,5,0,0,11.1,0.6,Dropout
1,9070,1,1,3,121.8,1,1,19,5,11,11,11,11,0,11.1,0.6,Graduate
1,9670,1,37,9,106.1,0,1,18,0,1,6,0,0,0,12.7,3.7,Dropout
1,9773,1,1,4,124.3,1,1,19,0,6,6,7,6,0,15.5,2.8,Graduate
1,9500,1,38,4,124.3,1,1,20,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9147,1,1,4,117.4,1,0,21,4,6,5,6,5,0,11.1,0.6,Graduate
1,9500,1,3,2,112.7,1,0,21,0,6,8,12,6,0,10.8,1.4,Graduate
1,9070,1,38,9,123.7,1,0,20,0,6,6,7,6,0,11.1,0.6,Graduate
1,9853,1,38,191,105.8,1,0,19,0,7,7,8,7,0,8.9,1.4,Graduate
1,9085,1,19,4,124.2,0,0,21,0,2,5,7,2,0,7.6,2.6,Dropout
1,9085,1,19,4,122.3,1,0,18,0,5,5,7,5,0,7.6,2.6,Graduate
1,9254,1,37,9,123.7,1,1,19,0,5,6,7,5,0,8.9,1.4,Graduate
1,9500,1,19,9,129.8,1,0,18,0,7,8,8,8,0,13.9,-0.3,Graduate
1,9500,1,1,9,123.8,1,1,19,0,7,8,8,7,0,12.7,3.7,Graduate
1,9147,1,19,4,126.4,1,1,18,0,3,5,12,3,0,13.9,-0.3,Graduate
1,9853,1,37,5,115.1,1,1,18,0,4,6,8,4,0,15.5,2.8,Enrolled
1,9773,1,37,8,138.4,1,0,18,0,6,6,7,6,0,13.9,-0.3,Graduate
1,9085,1,37,9,118.2,1,1,18,0,4,5,8,5,0,10.8,1.4,Graduate
1,9070,1,19,7,121.7,1,0,18,0,2,6,6,0,0,12.4,0.5,Dropout
1,9070,1,38,9,118.0,1,1,18,0,6,6,7,6,0,11.1,0.6,Enrolled
1,9238,1,38,9,119.8,1,0,18,0,0,6,0,0,0,11.1,0.6,Dropout
1,9238,1,3,4,164.9,1,0,18,0,6,6,6,6,0,10.8,1.4,Graduate
1,9085,1,38,4,100.0,1,1,20,1,2,6,11,6,0,13.9,-0.3,Graduate
1,9853,1,1,2,121.6,1,0,18,0,5,6,10,5,0,15.5,2.8,Enrolled
1,9070,1,19,4,120.4,1,0,18,0,5,6,7,5,1,16.2,0.3,Graduate
1,9500,1,37,9,117.8,1,1,20,0,7,8,8,7,1,10.8,1.4,Graduate
4,9670,1,37,9,110.0,1,0,40,4,8,7,12,5,0,9.4,-0.8,Graduate
1,9500,1,38,9,128.8,1,1,18,0,6,8,11,7,0,15.5,2.8,Graduate
1,9254,1,19,4,116.6,1,0,19,0,5,6,12,5,0,13.9,-0.3,Graduate
1,9991,1,19,4,120.0,1,0,24,0,0,5,6,0,0,12.4,0.5,Dropout
1,9773,1,38,2,157.5,1,0,19,0,6,6,7,6,0,10.8,1.4,Dropout
1,9500,1,1,4,136.3,1,0,19,0,7,8,8,7,0,10.8,1.4,Graduate
1,9500,1,19,9,121.5,1,1,20,0,6,8,9,7,0,11.1,0.6,Graduate
1,9500,1,38,5,133.9,1,0,18,0,7,8,8,8,0,12.4,0.5,Graduate
1,171,1,38,4,136.8,1,1,18,0,0,0,0,0,0,13.9,-0.3,Graduate
1,9500,1,37,4,133.5,1,0,19,0,7,8,8,8,0,13.9,-0.3,Graduate
1,9500,1,3,4,130.0,1,0,18,0,7,8,8,8,0,13.9,-0.3,Dropout
1,9085,1,3,2,140.0,1,0,19,0,6,6,19,5,0,12.4,0.5,Graduate
1,9500,1,37,9,132.7,1,1,19,0,7,8,8,8,0,13.9,-0.3,Graduate
1,9500,1,19,5,117.8,1,1,19,0,7,8,9,7,0,12.4,0.5,Graduate
1,9500,1,37,4,126.1,1,1,19,0,7,8,9,7,0,11.1,0.6,Dropout
1,9500,1,38,1,120.0,1,0,19,0,6,7,7,6,0,7.6,2.6,Graduate
1,9670,1,19,1,100.0,0,0,25,0,5,5,5,4,0,9.4,-0.8,Dropout
1,9500,1,19,4,116.8,1,0,20,0,7,8,8,7,0,12.7,3.7,Graduate
1,9238,1,19,5,128.3,0,0,23,5,7,9,14,4,0,8.9,1.4,Dropout
1,9070,1,19,7,117.0,1,0,20,0,0,6,0,0,0,15.5,2.8,Dropout
1,8014,1,11,9,131.5,1,0,27,0,5,6,7,6,0,11.1,0.6,Graduate
1,9500,1,1,4,134.8,1,0,18,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9853,1,1,5,146.6,1,0,18,0,5,6,10,4,0,9.4,-0.8,Enrolled
1,8014,1,1,5,130.0,0,0,23,7,11,10,11,8,0,13.9,-0.3,Dropout
1,9500,1,37,5,127.5,1,1,19,0,6,7,7,6,0,7.6,2.6,Graduate
1,9147,1,38,3,123.0,1,0,18,0,5,5,7,5,0,15.5,2.8,Graduate
1,9500,1,19,9,100.0,1,0,20,0,7,8,8,8,0,13.9,-0.3,Graduate
1,9670,1,19,9,114.2,1,0,18,0,4,6,10,5,0,12.4,0.5,Graduate
1,9500,1,1,4,123.5,1,1,19,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9238,1,19,8,144.3,1,1,19,3,6,6,6,6,0,12.4,0.5,Graduate
1,9853,1,37,5,142.2,1,0,19,0,4,6,9,5,0,9.4,-0.8,Enrolled
1,9085,1,3,1,161.9,1,0,18,0,4,5,8,5,0,7.6,2.6,Graduate
1,9238,1,37,9,135.9,1,0,18,0,5,6,7,6,0,9.4,-0.8,Graduate
1,9773,1,19,4,110.1,1,0,18,0,6,6,6,6,0,11.1,0.6,Graduate
1,9853,1,38,9,122.5,0,0,28,11,11,8,8,8,0,15.5,2.8,Dropout
1,9254,1,37,5,138.1,1,0,19,0,4,6,11,1,0,7.6,2.6,Dropout
1,171,1,1,2,117.3,1,0,20,0,0,0,0,0,0,13.9,-0.3,Dropout
1,9500,1,37,4,106.8,1,1,19,0,6,8,9,7,0,12.4,0.5,Graduate
1,9070,1,19,4,120.1,1,1,20,0,6,6,6,6,0,11.1,0.6,Graduate
1,9254,1,19,9,116.5,1,1,19,0,5,6,8,5,0,12.4,0.5,Graduate
1,9070,1,1,2,120.0,1,0,21,0,5,6,7,4,0,8.9,1.4,Enrolled
1,9853,1,19,9,139.7,1,1,19,0,7,7,7,7,0,11.1,0.6,Graduate
1,9070,1,1,9,123.7,1,1,18,1,6,6,8,6,0,13.9,-0.3,Graduate
1,9130,1,1,2,116.5,1,0,19,0,0,6,0,0,0,15.5,2.8,Dropout
1,9670,1,38,9,122.2,1,1,19,0,6,6,9,6,0,8.9,1.4,Graduate
1,9773,1,19,132,146.0,1,0,20,0,5,6,6,6,0,16.2,0.3,Graduate
1,9853,1,1,4,108.8,1,0,18,0,5,7,9,6,0,13.9,-0.3,Enrolled
1,171,1,19,5,133.0,1,0,18,0,0,0,0,0,0,15.5,2.8,Enrolled
1,9130,1,1,4,123.8,1,0,18,0,4,5,6,5,0,7.6,2.6,Graduate
1,9773,1,19,5,120.0,1,0,18,0,0,6,0,0,0,8.9,1.4,Dropout
1,9238,1,38,0,126.9,1,0,18,0,5,6,6,6,0,7.6,2.6,Graduate
1,9773,1,19,4,121.3,1,0,20,0,5,6,8,6,0,15.5,2.8,Dropout
1,9500,1,1,9,129.0,1,1,19,0,7,8,10,8,0,12.4,0.5,Graduate
1,9853,1,37,9,114.9,0,0,21,0,3,6,7,3,0,15.5,2.8,Dropout
1,9670,1,3,5,106.5,0,0,20,0,0,6,9,0,0,10.8,1.4,Dropout
1,9254,1,38,9,133.9,1,0,18,0,5,6,8,4,0,9.4,-0.8,Graduate
1,9773,1,4,5,124.9,1,1,20,0,6,6,6,6,0,10.8,1.4,Graduate
1,9500,1,37,1,128.5,1,1,19,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9085,1,19,9,126.2,1,0,22,0,4,5,9,5,4,9.4,-0.8,Dropout
1,9130,1,19,9,121.7,0,0,22,0,0,2,2,0,2,9.4,-0.8,Dropout
1,9853,1,38,7,120.0,1,0,18,0,3,6,8,4,0,10.8,1.4,Enrolled
1,9147,1,19,9,113.2,1,0,21,3,6,10,16,7,0,7.6,2.6,Enrolled
1,9238,1,19,0,120.3,1,0,19,0,2,6,8,5,0,7.6,2.6,Graduate
1,171,1,38,9,127.8,1,0,19,0,0,0,0,0,0,10.8,1.4,Dropout
1,9500,1,34,0,123.3,1,1,20,0,7,8,8,7,1,9.4,-0.8,Dropout
1,9500,1,19,8,126.3,1,1,18,0,7,8,9,8,0,15.5,2.8,Graduate
1,9991,1,37,5,128.2,0,0,22,7,7,5,5,5,0,8.9,1.4,Dropout
1,9085,1,36,90,134.9,1,0,20,0,4,5,9,5,0,7.6,2.6,Graduate
1,9003,1,38,6,140.0,1,0,19,0,6,6,7,6,0,12.4,0.5,Graduate
1,9500,1,19,6,115.5,1,1,19,0,7,8,10,7,0,12.4,0.5,Graduate
1,9500,1,19,9,106.7,1,1,20,0,5,7,8,6,0,11.1,0.6,Enrolled
1,9991,1,38,3,140.0,1,0,25,0,3,5,11,3,0,15.5,2.8,Enrolled
1,9500,1,19,9,136.6,1,1,19,0,6,8,10,7,0,15.5,2.8,Graduate
1,9500,1,37,9,119.3,1,0,19,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9070,1,38,1,152.0,0,0,19,0,0,6,0,0,0,10.8,1.4,Dropout
1,9500,1,19,9,144.3,1,0,20,0,6,8,8,7,0,13.9,-0.3,Graduate
1,9556,1,37,9,159.0,1,0,25,0,7,8,21,5,0,12.4,0.5,Enrolled
1,9500,1,38,5,129.5,1,1,20,0,6,7,7,6,0,7.6,2.6,Graduate
1,9238,1,19,9,140.0,1,0,24,0,4,6,10,5,0,9.4,-0.8,Enrolled
1,9670,1,1,5,105.4,1,0,20,0,5,5,6,5,0,7.6,2.6,Graduate
1,9500,1,19,4,136.0,1,0,21,4,7,8,8,8,0,15.5,2.8,Graduate
1,9003,1,38,9,160.0,1,1,19,0,6,6,11,5,0,15.5,2.8,Graduate
1,9773,1,37,9,139.1,1,1,19,0,6,6,6,6,0,16.2,0.3,Graduate
1,9670,1,38,9,126.9,1,1,21,0,5,5,5,4,0,9.4,-0.8,Graduate
1,9500,1,37,2,184.0,1,0,28,0,7,8,9,8,0,15.5,2.8,Graduate
1,9238,1,38,9,125.0,0,1,19,0,5,6,8,5,0,10.8,1.4,Graduate
1,9147,1,37,9,138.5,1,1,18,0,5,5,6,5,0,12.4,0.5,Graduate
5,9500,1,38,5,133.5,1,1,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9500,1,37,7,141.5,1,1,18,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9500,1,2,9,130.0,1,0,22,4,7,8,8,7,0,12.7,3.7,Graduate
1,9147,1,37,194,131.0,1,0,19,0,4,5,8,3,0,12.4,0.5,Enrolled
1,9500,1,1,9,145.0,1,1,18,0,7,8,8,8,0,13.9,-0.3,Graduate
1,9254,1,37,5,114.3,0,0,20,0,0,6,0,0,0,15.5,2.8,Dropout
1,171,1,37,5,108.3,0,0,26,4,4,10,12,3,0,12.4,0.5,Dropout
1,9070,1,38,9,125.2,1,1,18,0,6,6,8,6,0,10.8,1.4,Graduate
1,9254,1,38,4,131.7,1,1,21,0,6,6,11,3,0,10.8,1.4,Dropout
1,9500,1,37,3,126.3,1,0,18,0,7,8,8,7,0,10.8,1.4,Graduate
1,9085,1,19,4,147.6,1,0,20,0,6,6,9,6,0,15.5,2.8,Graduate
1,9500,1,19,5,125.1,1,0,18,0,7,8,13,7,0,15.5,2.8,Graduate
1,9147,1,38,7,123.8,1,1,19,0,5,5,8,3,0,12.7,3.7,Enrolled
1,9670,1,1,2,130.8,1,0,20,0,4,5,5,4,0,7.6,2.6,Dropout
1,9853,1,19,9,154.1,1,1,18,0,6,6,7,6,0,12.7,3.7,Graduate
1,9147,1,37,9,122.6,1,1,20,0,3,5,9,4,0,10.8,1.4,Enrolled
1,8014,1,11,0,103.5,1,0,22,0,5,6,9,5,0,7.6,2.6,Graduate
1,171,1,38,4,132.8,1,0,18,0,0,0,0,0,0,7.6,2.6,Enrolled
1,9991,1,38,5,100.0,1,0,21,1,4,5,5,5,0,8.9,1.4,Graduate
1,9853,1,1,9,115.8,1,0,18,0,6,7,11,6,0,13.9,-0.3,Enrolled
1,9500,1,19,4,133.8,1,0,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9070,1,19,4,118.5,1,1,18,0,6,6,8,6,0,8.9,1.4,Graduate
1,171,1,37,9,150.3,1,0,19,0,0,0,0,0,0,15.5,2.8,Dropout
1,9147,1,19,3,107.8,1,0,19,0,3,5,11,3,0,10.8,1.4,Enrolled
1,9500,1,1,9,127.5,1,0,19,0,5,7,7,5,0,16.2,0.3,Enrolled
1,9500,1,37,7,120.5,1,0,19,0,7,8,11,7,0,10.8,1.4,Graduate
1,9147,1,2,10,117.3,1,0,19,0,4,5,10,4,0,8.9,1.4,Enrolled
1,9254,1,37,9,120.6,0,0,19,0,3,6,15,1,0,10.8,1.4,Dropout
1,9254,1,37,9,118.7,1,1,21,0,6,6,6,6,0,8.9,1.4,Graduate
1,9773,41,37,9,130.8,1,1,20,0,5,6,9,5,0,15.5,2.8,Graduate
1,9147,1,19,3,112.6,1,1,20,0,5,5,7,5,0,11.1,0.6,Graduate
1,9991,1,37,9,117.2,1,0,41,0,5,5,6,5,1,7.6,2.6,Graduate
4,9500,1,37,3,130.0,1,0,32,0,4,7,8,7,0,12.4,0.5,Enrolled
1,9500,1,1,9,131.8,1,0,18,0,7,8,8,7,0,10.8,1.4,Graduate
4,8014,1,37,3,97.0,1,1,35,0,6,6,6,6,0,15.5,2.8,Graduate
1,9500,1,37,9,130.0,0,0,32,0,4,7,7,0,0,16.2,0.3,Dropout
1,8014,1,37,5,148.0,1,0,37,7,11,8,8,8,0,12.4,0.5,Graduate
2,9147,1,37,9,103.4,1,0,30,4,7,8,12,7,0,12.7,3.7,Dropout
1,9773,1,19,0,127.1,1,0,23,0,6,6,11,5,0,7.6,2.6,Graduate
1,9773,1,1,2,124.0,1,1,20,0,6,6,7,6,0,15.5,2.8,Dropout
1,9670,1,37,5,121.4,1,0,21,0,4,5,6,4,0,9.4,-0.8,Graduate
1,9147,1,19,5,118.1,1,0,19,0,5,5,5,5,0,12.4,0.5,Graduate
1,9500,1,19,4,121.3,1,1,18,0,7,8,8,7,0,10.8,1.4,Graduate
1,9119,1,34,0,119.5,1,0,18,0,1,5,7,1,0,10.8,1.4,Dropout
1,9991,1,1,4,115.2,1,0,24,0,4,5,6,5,0,12.4,0.5,Enrolled
1,9670,1,37,9,130.2,1,0,22,0,4,6,11,4,0,12.7,3.7,Graduate
1,9254,1,1,5,130.0,1,0,18,0,4,6,7,3,0,16.2,0.3,Dropout
1,9238,1,37,5,126.9,1,0,18,0,6,6,11,5,0,9.4,-0.8,Graduate
1,9070,101,1,9,168.5,1,0,21,0,5,6,6,5,0,16.2,0.3,Graduate
4,9500,1,37,9,130.0,1,0,38,0,3,7,14,2,0,16.2,0.3,Dropout
1,9556,1,37,9,122.8,1,1,19,0,7,8,11,8,0,12.7,3.7,Graduate
6,9500,1,37,9,110.0,1,0,36,0,4,7,14,3,0,16.2,0.3,Dropout
1,9085,1,1,9,127.1,1,0,18,0,4,5,10,4,0,12.7,3.7,Graduate
1,9500,1,19,5,108.5,1,0,19,0,7,8,12,6,0,12.4,0.5,Graduate
1,9085,1,38,9,138.2,0,0,21,7,8,9,17,5,0,8.9,1.4,Dropout
1,9500,1,38,192,96.0,1,0,19,0,6,8,11,6,0,11.1,0.6,Enrolled
1,9238,1,19,9,124.5,1,1,18,0,5,6,8,6,0,16.2,0.3,Graduate
2,9500,1,19,9,120.0,1,0,45,7,11,10,12,10,0,13.9,-0.3,Enrolled
1,9147,1,37,9,132.3,1,0,20,0,1,5,10,1,0,7.6,2.6,Dropout
1,9254,1,1,5,120.7,1,0,18,0,6,6,10,4,0,13.9,-0.3,Graduate
1,9670,1,19,4,132.6,1,1,18,0,6,6,7,6,0,11.1,0.6,Graduate
1,9130,1,34,0,140.0,1,0,25,0,0,5,9,0,3,10.8,1.4,Dropout
1,9500,1,1,4,124.5,1,0,19,0,7,8,9,7,0,10.8,1.4,Graduate
1,171,1,19,7,142.0,1,1,18,0,0,0,0,0,0,13.9,-0.3,Graduate
1,9254,1,1,3,130.0,1,0,39,12,13,12,16,12,0,13.9,-0.3,Graduate
2,9003,1,37,9,144.0,1,0,29,13,18,13,13,13,0,15.5,2.8,Graduate
1,9853,1,19,4,128.5,1,0,18,0,6,7,8,7,0,13.9,-0.3,Enrolled
1,9070,1,2,9,140.0,0,0,23,0,2,6,0,0,0,10.8,1.4,Dropout
1,9853,1,37,5,113.9,1,0,21,0,4,6,13,3,0,12.7,3.7,Dropout
1,9238,1,19,4,137.2,0,0,18,0,6,6,6,6,0,10.8,1.4,Graduate
1,9085,1,19,5,140.0,1,0,23,0,6,6,8,6,0,12.4,0.5,Graduate
1,9130,1,19,4,152.3,1,0,18,0,6,6,7,6,0,11.1,0.6,Graduate
2,8014,1,37,4,112.5,1,0,32,0,5,6,7,6,0,9.4,-0.8,Graduate
2,9147,1,37,9,101.0,0,0,29,0,3,5,14,2,0,10.8,1.4,Dropout
1,9238,1,38,194,112.3,1,1,20,0,5,6,8,4,0,8.9,1.4,Graduate
1,9238,1,34,0,114.0,0,0,28,0,1,6,12,0,0,9.4,-0.8,Dropout
1,9147,1,38,1,130.0,1,0,27,0,3,5,11,4,0,10.8,1.4,Graduate
1,9500,1,34,90,121.5,1,0,22,11,12,14,14,12,2,7.6,2.6,Graduate
2,9003,1,37,9,120.0,1,0,37,0,6,6,12,6,0,16.2,0.3,Enrolled
1,8014,1,38,0,130.0,0,0,28,0,1,6,0,0,0,12.7,3.7,Dropout
2,9003,1,37,9,125.7,0,0,43,0,4,6,13,4,0,8.9,1.4,Dropout
1,9556,1,37,9,128.0,0,0,32,0,0,8,8,0,7,10.8,1.4,Dropout
1,9238,1,1,9,113.2,1,1,20,0,4,6,13,5,0,15.5,2.8,Enrolled
4,9500,1,1,9,120.0,1,1,35,0,8,8,9,8,1,9.4,-0.8,Graduate
1,9670,1,37,0,117.8,1,0,21,0,3,5,7,4,1,7.6,2.6,Graduate
1,9500,1,19,7,121.3,1,1,18,0,6,7,7,7,0,12.4,0.5,Enrolled
1,9500,1,38,3,169.7,1,1,18,0,7,8,9,8,0,16.2,0.3,Graduate
1,9238,1,19,5,117.7,1,0,18,0,5,6,11,4,0,16.2,0.3,Graduate
1,8014,1,37,7,121.8,1,0,22,3,6,6,7,6,0,12.4,0.5,Graduate
1,9500,1,1,4,128.3,1,0,19,0,7,8,8,7,0,10.8,1.4,Graduate
1,9147,1,38,9,132.2,1,1,18,0,5,5,6,5,0,13.9,-0.3,Graduate
1,171,1,1,3,134.3,1,0,19,0,0,0,0,0,0,12.4,0.5,Dropout
1,9500,1,1,9,123.4,1,1,18,0,7,8,9,8,0,11.1,0.6,Graduate
2,9991,1,39,5,121.7,0,0,31,0,0,5,7,0,0,16.2,0.3,Dropout
2,8014,1,19,1,130.0,1,1,33,0,5,6,7,6,0,9.4,-0.8,Graduate
1,9500,1,38,7,126.5,1,1,19,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9238,1,38,7,159.7,1,1,18,0,6,6,6,6,0,12.7,3.7,Graduate
1,9147,1,19,4,151.3,1,0,23,0,3,5,8,5,0,7.6,2.6,Graduate
1,9238,1,38,5,138.0,1,0,20,0,5,6,6,6,0,9.4,-0.8,Graduate
1,9500,1,38,4,126.5,1,0,18,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9085,1,1,4,140.0,1,0,21,7,8,9,14,5,0,8.9,1.4,Enrolled
1,9238,1,38,5,112.3,1,1,22,0,5,6,10,5,0,12.7,3.7,Graduate
1,9238,1,19,4,127.3,1,0,20,0,6,6,7,6,0,9.4,-0.8,Graduate
1,9500,1,38,4,130.0,1,0,23,1,6,7,8,6,0,7.6,2.6,Graduate
1,9773,1,1,4,115.0,1,0,19,0,6,6,6,6,0,16.2,0.3,Graduate
1,9500,1,37,1,131.5,1,0,19,0,7,8,8,7,0,10.8,1.4,Graduate
1,9991,1,38,7,125.7,1,0,26,0,2,5,9,3,0,10.8,1.4,Dropout
1,9500,1,37,4,126.8,1,0,18,0,7,8,9,8,0,16.2,0.3,Graduate
1,9119,1,37,7,132.4,1,0,18,0,1,5,5,0,0,9.4,-0.8,Dropout
1,9003,1,37,9,150.0,1,0,20,0,6,6,10,6,0,16.2,0.3,Graduate
1,9670,1,1,4,95.0,1,0,19,0,0,6,6,0,0,15.5,2.8,Dropout
1,9991,1,37,9,128.2,0,0,32,5,5,4,4,4,0,10.8,1.4,Dropout
2,9130,1,19,4,130.0,0,0,31,0,2,5,9,3,0,9.4,-0.8,Dropout
1,9119,1,19,4,100.0,1,0,25,0,1,5,11,1,0,13.9,-0.3,Enrolled
1,9085,1,3,9,159.9,1,0,21,2,5,6,10,5,0,16.2,0.3,Graduate
2,9991,1,37,4,100.0,0,0,31,2,4,5,6,1,0,12.7,3.7,Dropout
2,9853,1,37,5,116.5,1,0,34,0,1,7,7,1,0,16.2,0.3,Dropout
1,9238,1,19,9,120.0,1,1,18,0,6,6,9,6,0,11.1,0.6,Graduate
1,9238,1,19,9,117.0,1,0,19,0,0,6,0,0,0,12.4,0.5,Dropout
1,9670,1,37,3,140.0,1,0,21,0,1,6,11,1,0,8.9,1.4,Enrolled
1,9853,1,37,5,118.1,0,0,18,0,3,6,10,5,0,9.4,-0.8,Dropout
1,9254,1,39,4,153.5,1,0,20,0,6,6,6,6,0,11.1,0.6,Graduate
1,9773,1,37,9,127.9,1,0,20,0,6,6,7,6,0,15.5,2.8,Graduate
1,9670,1,38,7,118.8,1,1,18,0,5,6,11,5,0,11.1,0.6,Graduate
1,9238,1,38,7,126.7,1,0,19,0,4,6,7,6,0,7.6,2.6,Graduate
1,9085,1,19,5,170.0,1,0,19,0,0,5,7,4,1,12.7,3.7,Enrolled
4,9130,1,1,5,110.0,1,1,30,0,0,6,16,1,0,11.1,0.6,Dropout
1,9238,1,38,5,115.0,1,0,19,0,6,6,7,6,0,11.1,0.6,Graduate
1,9556,1,37,7,119.0,1,0,19,0,7,8,8,8,0,12.7,3.7,Graduate
1,9500,1,37,4,121.8,1,1,19,0,7,8,8,7,0,12.7,3.7,Graduate
1,9085,1,38,9,133.4,1,0,19,0,6,6,8,6,0,12.4,0.5,Graduate
1,9238,1,1,3,131.4,1,0,20,0,5,6,7,6,0,7.6,2.6,Graduate
1,9119,1,37,9,135.0,1,0,25,0,0,6,7,2,0,13.9,-0.3,Dropout
1,9773,1,19,9,122.8,1,0,19,0,0,6,0,0,0,12.4,0.5,Dropout
2,9853,1,19,7,140.0,1,1,34,0,6,6,10,6,0,9.4,-0.8,Graduate
1,9500,1,37,9,125.3,1,1,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9500,1,1,4,126.3,1,1,18,0,8,8,8,8,0,9.4,-0.8,Graduate
1,9670,1,38,9,100.0,1,0,20,0,6,6,10,5,0,11.1,0.6,Graduate
1,9500,1,37,9,121.3,1,1,20,0,7,8,8,7,0,10.8,1.4,Graduate
1,9991,1,38,191,135.0,1,0,23,6,8,9,15,5,0,8.9,1.4,Enrolled
1,9670,1,37,6,120.0,1,0,28,0,1,6,9,0,0,10.8,1.4,Dropout
1,9773,1,19,9,113.7,1,0,18,0,5,6,10,6,0,15.5,2.8,Enrolled
1,9147,1,38,9,129.7,1,0,19,0,5,5,6,4,0,16.2,0.3,Graduate
2,9147,1,37,9,132.1,1,0,34,0,2,5,6,4,0,7.6,2.6,Dropout
2,9853,1,37,7,120.3,1,0,35,0,0,6,0,0,0,8.9,1.4,Dropout
1,9991,1,37,9,120.0,1,0,32,0,5,5,8,5,0,12.4,0.5,Graduate
1,9254,1,19,4,123.1,1,0,19,0,6,6,6,6,0,11.1,0.6,Graduate
1,9670,1,19,9,119.4,1,0,18,0,4,6,7,5,0,11.1,0.6,Graduate
2,9147,1,37,9,140.0,0,0,35,0,4,5,8,5,0,9.4,-0.8,Dropout
1,8014,1,12,4,116.5,1,1,24,0,4,6,10,4,0,12.4,0.5,Enrolled
1,9238,1,37,9,113.0,1,1,20,0,6,6,8,6,0,13.9,-0.3,Graduate
1,9773,11,19,4,133.9,1,1,18,0,6,6,7,6,0,16.2,0.3,Graduate
1,9500,1,19,7,115.5,1,1,20,0,7,8,8,7,0,10.8,1.4,Graduate
1,9254,1,19,4,116.5,0,0,18,0,0,6,0,0,0,9.4,-0.8,Dropout
1,9119,1,19,4,171.2,1,1,18,0,5,5,8,5,0,12.4,0.5,Graduate
1,9670,1,37,5,119.1,1,1,20,0,4,5,7,4,0,9.4,-0.8,Graduate
1,9853,1,38,3,121.1,1,0,19,0,6,7,9,6,0,12.4,0.5,Dropout
1,9070,1,1,4,132.9,1,1,20,0,6,6,6,5,0,7.6,2.6,Enrolled
1,9238,1,1,9,132.8,1,0,19,0,6,6,8,6,0,10.8,1.4,Graduate
1,9773,1,37,0,126.7,1,0,20,0,5,6,11,4,0,7.6,2.6,Graduate
